Maintenance_ID,Maintenance_Date,Plant_ID,Equipment_ID,Maintenance_Type,Action_Taken,Downtime_Min,Maintenance_Cost_USD,Technician_Team
MT-00503,2025-05-09 21:15:00,18,EQ-00486,Cleaning,Firmware updated,49,319.7,Team A
MT-00504,2025-05-19 20:45:00,10,EQ-00263,Inspection,Cable inspection completed,330,2112.04,Team D
MT-00505,2025-11-14 09:45:00,3,EQ-00065,Preventive Maintenance,Firmware updated,180,371.58,Team C
MT-00506,2025-06-18 09:00:00,6,EQ-00139,Preventive Maintenance,Firmware updated,58,1448.07,Team C
MT-00507,2025-09-29 19:15:00,9,EQ-00223,Cleaning,Inverter reset performed,352,131.35,Team D
MT-00508,2025-03-28 04:30:00,15,EQ-00383,Inspection,Cable inspection completed,37,839.8,Team C
MT-00509,2025-12-29 01:00:00,5,EQ-00118,Corrective Maintenance,Inverter reset performed,354,1061.77,Team C
MT-00510,2025-08-04 11:00:00,11,EQ-00289,Cleaning,Cable inspection completed,301,2130.11,Team D
MT-00511,2025-08-25 04:00:00,3,EQ-00078,Preventive Maintenance,Breaker replaced,107,2458.19,Team B
MT-00512,2025-09-21 22:45:00,5,EQ-00110,Inspection,Loose connection repaired,342,2018.91,Team C
MT-00513,2025-05-15 01:30:00,12,EQ-00315,Preventive Maintenance,Breaker replaced,258,1192.22,Team B
MT-00514,2025-02-26 04:30:00,9,EQ-00227,Cleaning,Cable inspection completed,118,774.27,Team B
MT-00515,2025-11-25 02:45:00,19,EQ-00491,Preventive Maintenance,Sensor recalibrated,295,2187.83,Team A
MT-00516,2025-03-07 23:00:00,11,EQ-00289,Component Replacement,Loose connection repaired,260,2306.15,Team A
MT-00517,2025-10-27 19:30:00,17,EQ-00434,Preventive Maintenance,Sensor recalibrated,189,453.89,Team C
MT-00518,2025-09-11 18:00:00,3,EQ-00071,Preventive Maintenance,Inverter reset performed,349,2109.98,Team D
MT-00519,2025-05-07 23:45:00,17,EQ-00447,Corrective Maintenance,Cable inspection completed,201,232.73,Team C
MT-00520,2025-09-22 13:45:00,2,EQ-00042,Inspection,Cable inspection completed,106,191.65,Team A
MT-00521,2025-11-14 23:30:00,5,EQ-00129,Component Replacement,Firmware updated,245,1009.54,Team B
MT-00522,2025-11-19 05:15:00,3,EQ-00072,Inspection,Breaker replaced,164,811.5,Team C
MT-00523,2025-07-11 02:45:00,7,EQ-00166,Preventive Maintenance,Inverter reset performed,350,1932.19,Team B
MT-00524,2025-02-21 21:45:00,8,EQ-00201,Inspection,Sensor recalibrated,201,2367.06,Team A
MT-00525,2025-02-02 01:30:00,13,EQ-00325,Inspection,Loose connection repaired,33,80.82,Team C
MT-00526,2025-06-13 18:15:00,3,EQ-00072,Inspection,Loose connection repaired,36,750.07,Team C
MT-00527,2025-11-30 01:30:00,16,EQ-00409,Preventive Maintenance,Panel cleaning completed,118,1531.47,Team D
MT-00528,2025-05-13 08:45:00,18,EQ-00479,Corrective Maintenance,Firmware updated,266,1067.74,Team B
MT-00529,2025-06-21 14:30:00,18,EQ-00485,Corrective Maintenance,Breaker replaced,16,1105.23,Team A
MT-00530,2025-09-18 15:00:00,9,EQ-00227,Cleaning,Loose connection repaired,198,1776.69,Team A
MT-00531,2025-03-16 04:45:00,10,EQ-00268,Component Replacement,Firmware updated,287,2426.45,Team D
MT-00532,2025-03-18 09:45:00,20,EQ-00532,Inspection,Inverter reset performed,83,1000.48,Team A
MT-00533,2025-09-03 20:00:00,16,EQ-00424,Inspection,Cable inspection completed,159,1210.51,Team B
MT-00534,2025-02-24 00:00:00,11,EQ-00282,Cleaning,Loose connection repaired,15,1336.97,Team D
MT-00535,2025-11-19 10:45:00,9,EQ-00232,Component Replacement,Cable inspection completed,141,1828.79,Team D
MT-00536,2025-05-25 14:30:00,13,EQ-00346,Cleaning,Cable inspection completed,325,422.3,Team B
MT-00537,2025-03-07 00:30:00,16,EQ-00413,Preventive Maintenance,Inverter reset performed,181,1023.78,Team A
MT-00538,2025-07-25 07:45:00,18,EQ-00476,Cleaning,Firmware updated,179,2307.24,Team D
MT-00539,2025-11-14 10:45:00,1,EQ-00024,Preventive Maintenance,Transformer cooling checked,25,2345.48,Team D
MT-00540,2025-05-24 13:00:00,14,EQ-00355,Component Replacement,Inverter reset performed,156,1122.86,Team C
MT-00541,2025-08-14 13:30:00,12,EQ-00316,Corrective Maintenance,Transformer cooling checked,80,1382.02,Team B
MT-00542,2025-04-23 02:15:00,2,EQ-00050,Component Replacement,Sensor recalibrated,282,2350.74,Team C
MT-00543,2025-01-29 01:15:00,11,EQ-00282,Component Replacement,Inverter reset performed,291,793.72,Team B
MT-00544,2025-03-12 05:00:00,6,EQ-00152,Cleaning,Breaker replaced,304,641.16,Team D
MT-00545,2025-06-22 23:00:00,9,EQ-00238,Preventive Maintenance,Sensor recalibrated,33,1177.25,Team D
MT-00546,2025-06-04 21:45:00,2,EQ-00033,Corrective Maintenance,Firmware updated,226,1482.01,Team D
MT-00547,2025-10-28 03:45:00,10,EQ-00252,Corrective Maintenance,Loose connection repaired,119,1631.25,Team B
MT-00548,2025-04-25 18:45:00,14,EQ-00378,Component Replacement,Sensor recalibrated,266,634.38,Team C
MT-00549,2025-11-23 01:30:00,6,EQ-00140,Preventive Maintenance,Loose connection repaired,64,745.52,Team D
MT-00550,2025-10-26 09:00:00,16,EQ-00407,Preventive Maintenance,Transformer cooling checked,123,1661.01,Team B
MT-00551,2025-02-20 16:30:00,6,EQ-00139,Cleaning,Transformer cooling checked,133,1542.07,Team B
MT-00552,2025-07-21 03:30:00,9,EQ-00243,Inspection,Firmware updated,202,2022.13,Team A
MT-00553,2025-03-06 06:45:00,8,EQ-00201,Component Replacement,Inverter reset performed,131,1972.28,Team C
MT-00554,2025-01-21 22:30:00,9,EQ-00234,Inspection,Loose connection repaired,291,636.66,Team C
MT-00555,2025-12-11 03:15:00,12,EQ-00309,Preventive Maintenance,Firmware updated,266,347.12,Team C
MT-00556,2025-05-21 14:45:00,8,EQ-00213,Cleaning,Loose connection repaired,216,1532.36,Team D
MT-00557,2025-11-08 06:00:00,9,EQ-00234,Cleaning,Sensor recalibrated,258,1883.4,Team A
MT-00558,2025-03-04 02:45:00,12,EQ-00309,Corrective Maintenance,Transformer cooling checked,337,2329.79,Team D
MT-00559,2025-04-14 18:30:00,2,EQ-00052,Inspection,Sensor recalibrated,74,359.83,Team A
MT-00560,2025-04-05 20:45:00,10,EQ-00245,Component Replacement,Cable inspection completed,321,1614.95,Team D
MT-00561,2025-10-05 17:15:00,2,EQ-00028,Corrective Maintenance,Firmware updated,107,1699.08,Team B
MT-00562,2025-12-12 22:15:00,8,EQ-00205,Preventive Maintenance,Breaker replaced,221,737.7,Team B
MT-00563,2025-06-05 16:15:00,7,EQ-00180,Inspection,Cable inspection completed,134,611.17,Team C
MT-00564,2025-08-03 03:15:00,1,EQ-00009,Corrective Maintenance,Cable inspection completed,255,1405.84,Team A
MT-00565,2025-05-31 12:00:00,3,EQ-00059,Cleaning,Cable inspection completed,104,1414.65,Team C
MT-00566,2025-05-15 12:45:00,11,EQ-00283,Cleaning,Sensor recalibrated,45,2295.13,Team C
MT-00567,2025-02-25 07:15:00,14,EQ-00373,Inspection,Cable inspection completed,249,2425.39,Team C
MT-00568,2025-01-21 03:45:00,6,EQ-00151,Inspection,Firmware updated,131,83.05,Team D
MT-00569,2025-02-07 20:15:00,12,EQ-00319,Corrective Maintenance,Inverter reset performed,65,2431.77,Team D
MT-00570,2025-09-29 05:30:00,7,EQ-00165,Preventive Maintenance,Transformer cooling checked,223,353.03,Team C
MT-00571,2025-07-14 01:30:00,19,EQ-00494,Preventive Maintenance,Inverter reset performed,171,123.47,Team B
MT-00572,2025-06-30 13:15:00,16,EQ-00411,Inspection,Loose connection repaired,272,1162.78,Team C
MT-00573,2025-06-10 01:00:00,10,EQ-00255,Cleaning,Firmware updated,184,257.31,Team B
MT-00574,2025-07-23 11:00:00,4,EQ-00086,Inspection,Panel cleaning completed,311,599.58,Team A
MT-00575,2025-07-16 13:45:00,15,EQ-00399,Corrective Maintenance,Sensor recalibrated,43,705.24,Team C
MT-00576,2025-09-20 09:30:00,5,EQ-00113,Cleaning,Transformer cooling checked,116,1061.76,Team B
MT-00577,2025-06-07 02:15:00,12,EQ-00298,Cleaning,Breaker replaced,181,1517.97,Team A
MT-00578,2025-08-08 23:00:00,7,EQ-00172,Corrective Maintenance,Firmware updated,293,257.84,Team B
MT-00579,2025-07-19 22:00:00,18,EQ-00460,Component Replacement,Firmware updated,348,1573.7,Team C
MT-00580,2025-06-08 18:00:00,17,EQ-00441,Component Replacement,Transformer cooling checked,178,2137.8,Team B
MT-00581,2025-07-09 10:00:00,11,EQ-00276,Corrective Maintenance,Cable inspection completed,116,56.44,Team B
MT-00582,2025-12-15 10:45:00,15,EQ-00392,Component Replacement,Inverter reset performed,215,2170.27,Team B
MT-00583,2025-08-06 20:00:00,19,EQ-00511,Cleaning,Breaker replaced,308,2349.41,Team C
MT-00584,2025-07-26 18:45:00,20,EQ-00514,Cleaning,Panel cleaning completed,32,2287.85,Team A
MT-00585,2025-10-07 11:15:00,3,EQ-00065,Preventive Maintenance,Breaker replaced,24,1377.45,Team D
MT-00586,2025-03-25 18:00:00,5,EQ-00133,Cleaning,Sensor recalibrated,270,2312.46,Team C
MT-00587,2025-09-28 01:00:00,8,EQ-00203,Inspection,Transformer cooling checked,203,914.88,Team C
MT-00588,2025-11-13 16:30:00,9,EQ-00222,Inspection,Transformer cooling checked,219,1733.78,Team B
MT-00589,2025-01-01 09:00:00,18,EQ-00479,Cleaning,Firmware updated,174,1371.8,Team B
MT-00590,2025-01-31 02:30:00,14,EQ-00369,Inspection,Sensor recalibrated,147,627.35,Team A
MT-00591,2025-05-02 12:00:00,15,EQ-00398,Cleaning,Loose connection repaired,264,375.76,Team C
MT-00592,2025-03-11 09:00:00,7,EQ-00173,Component Replacement,Transformer cooling checked,273,2254.56,Team A
MT-00593,2025-05-03 00:15:00,13,EQ-00348,Inspection,Panel cleaning completed,49,441.0,Team C
MT-00594,2025-05-14 19:45:00,2,EQ-00042,Cleaning,Loose connection repaired,79,860.81,Team A
MT-00595,2025-11-07 22:00:00,11,EQ-00279,Component Replacement,Panel cleaning completed,295,821.79,Team D
MT-00596,2025-06-17 02:00:00,7,EQ-00187,Inspection,Cable inspection completed,121,2491.73,Team D
MT-00597,2025-04-10 15:30:00,17,EQ-00450,Inspection,Sensor recalibrated,59,757.88,Team A
MT-00598,2025-08-04 16:30:00,6,EQ-00144,Preventive Maintenance,Breaker replaced,57,2090.29,Team D
MT-00599,2025-02-06 07:30:00,3,EQ-00060,Corrective Maintenance,Firmware updated,85,2458.97,Team A
MT-00600,2025-02-19 21:15:00,5,EQ-00128,Cleaning,Sensor recalibrated,222,1165.43,Team A
MT-00601,2025-06-09 02:30:00,2,EQ-00040,Preventive Maintenance,Sensor recalibrated,219,1110.84,Team D
MT-00602,2025-03-05 08:00:00,14,EQ-00364,Cleaning,Inverter reset performed,78,304.46,Team C
MT-00603,2025-09-11 08:00:00,9,EQ-00227,Corrective Maintenance,Breaker replaced,271,686.23,Team A
MT-00604,2025-02-13 18:30:00,20,EQ-00540,Preventive Maintenance,Panel cleaning completed,255,403.3,Team B
MT-00605,2025-05-10 12:15:00,12,EQ-00311,Preventive Maintenance,Firmware updated,145,1600.11,Team A
MT-00606,2025-11-03 14:15:00,6,EQ-00145,Inspection,Transformer cooling checked,318,2051.33,Team B
MT-00607,2025-09-01 15:30:00,8,EQ-00215,Corrective Maintenance,Transformer cooling checked,132,333.64,Team A
MT-00608,2025-06-03 11:30:00,11,EQ-00274,Component Replacement,Loose connection repaired,258,1902.44,Team B
MT-00609,2025-02-25 05:00:00,10,EQ-00254,Inspection,Firmware updated,69,1815.79,Team A
MT-00610,2025-06-10 04:45:00,17,EQ-00435,Inspection,Sensor recalibrated,42,2344.65,Team A
MT-00611,2025-10-14 08:15:00,17,EQ-00438,Component Replacement,Cable inspection completed,157,481.37,Team C
MT-00612,2025-12-19 14:30:00,20,EQ-00539,Preventive Maintenance,Loose connection repaired,94,102.1,Team A
MT-00613,2025-02-25 06:45:00,14,EQ-00367,Corrective Maintenance,Transformer cooling checked,192,556.73,Team C
MT-00614,2025-12-28 22:45:00,9,EQ-00223,Component Replacement,Firmware updated,309,95.1,Team D
MT-00615,2025-01-26 20:00:00,11,EQ-00297,Preventive Maintenance,Cable inspection completed,212,1896.62,Team D
MT-00616,2025-07-15 16:45:00,13,EQ-00329,Corrective Maintenance,Sensor recalibrated,21,561.05,Team C
MT-00617,2025-08-02 05:30:00,1,EQ-00026,Component Replacement,Transformer cooling checked,270,908.54,Team D
MT-00618,2025-06-18 04:30:00,8,EQ-00207,Component Replacement,Panel cleaning completed,79,769.29,Team B
MT-00619,2025-04-23 01:00:00,15,EQ-00380,Preventive Maintenance,Loose connection repaired,24,1289.29,Team D
MT-00620,2025-11-07 15:30:00,5,EQ-00130,Component Replacement,Inverter reset performed,132,2499.72,Team C
MT-00621,2025-11-04 21:15:00,17,EQ-00437,Inspection,Loose connection repaired,306,711.18,Team D
MT-00622,2025-08-27 05:00:00,13,EQ-00338,Component Replacement,Breaker replaced,158,1921.06,Team D
MT-00623,2025-08-09 04:15:00,7,EQ-00188,Cleaning,Cable inspection completed,142,1574.79,Team B
MT-00624,2025-02-15 21:00:00,18,EQ-00469,Preventive Maintenance,Panel cleaning completed,266,79.45,Team A
MT-00625,2025-10-31 01:45:00,12,EQ-00315,Cleaning,Transformer cooling checked,230,237.96,Team C
MT-00626,2025-05-07 20:45:00,17,EQ-00448,Corrective Maintenance,Sensor recalibrated,359,1205.79,Team A
MT-00627,2025-10-19 05:15:00,10,EQ-00255,Component Replacement,Breaker replaced,108,1475.11,Team D
MT-00628,2025-06-21 14:15:00,1,EQ-00027,Cleaning,Panel cleaning completed,166,2095.38,Team A
MT-00629,2025-12-18 06:00:00,10,EQ-00266,Corrective Maintenance,Panel cleaning completed,297,1486.07,Team A
MT-00630,2025-10-08 03:15:00,15,EQ-00398,Component Replacement,Loose connection repaired,22,1840.33,Team C
MT-00631,2025-06-07 16:00:00,10,EQ-00270,Corrective Maintenance,Firmware updated,293,1587.16,Team B
MT-00632,2025-03-24 01:30:00,8,EQ-00211,Cleaning,Breaker replaced,109,1387.51,Team D
MT-00633,2025-05-27 16:45:00,3,EQ-00055,Inspection,Loose connection repaired,324,1705.11,Team A
MT-00634,2025-12-19 12:30:00,1,EQ-00025,Cleaning,Inverter reset performed,269,167.28,Team A
MT-00635,2025-05-14 19:30:00,10,EQ-00253,Preventive Maintenance,Breaker replaced,171,2032.21,Team A
MT-00636,2025-06-18 05:45:00,11,EQ-00288,Inspection,Firmware updated,321,1938.26,Team B
MT-00637,2025-09-10 02:45:00,3,EQ-00071,Cleaning,Panel cleaning completed,287,1389.23,Team B
MT-00638,2025-08-19 06:00:00,13,EQ-00332,Inspection,Panel cleaning completed,60,2017.31,Team A
MT-00639,2025-05-30 12:45:00,15,EQ-00400,Corrective Maintenance,Cable inspection completed,92,1485.79,Team A
MT-00640,2025-02-14 06:30:00,18,EQ-00482,Corrective Maintenance,Transformer cooling checked,117,1106.03,Team B
MT-00641,2025-11-01 00:15:00,3,EQ-00063,Cleaning,Breaker replaced,262,1624.46,Team C
MT-00642,2025-01-25 07:45:00,19,EQ-00500,Cleaning,Breaker replaced,238,825.62,Team B
MT-00643,2025-04-13 21:30:00,19,EQ-00488,Preventive Maintenance,Firmware updated,215,111.6,Team A
MT-00644,2025-02-18 21:45:00,16,EQ-00430,Inspection,Transformer cooling checked,74,497.36,Team A
MT-00645,2025-08-28 14:45:00,5,EQ-00116,Inspection,Panel cleaning completed,301,2342.11,Team B
MT-00646,2025-05-11 22:30:00,8,EQ-00194,Cleaning,Inverter reset performed,349,1005.55,Team A
MT-00647,2025-04-10 01:30:00,12,EQ-00322,Preventive Maintenance,Firmware updated,213,72.58,Team B
MT-00648,2025-04-30 17:30:00,11,EQ-00297,Preventive Maintenance,Firmware updated,185,516.04,Team B
MT-00649,2025-09-24 14:00:00,17,EQ-00453,Cleaning,Loose connection repaired,348,684.13,Team C
MT-00650,2025-04-24 19:00:00,4,EQ-00095,Preventive Maintenance,Firmware updated,125,1768.62,Team B
MT-00651,2025-06-13 21:30:00,16,EQ-00429,Preventive Maintenance,Panel cleaning completed,312,2070.09,Team C
MT-00652,2025-10-06 07:15:00,5,EQ-00132,Cleaning,Cable inspection completed,166,609.74,Team D
MT-00653,2025-01-25 13:15:00,6,EQ-00140,Inspection,Firmware updated,31,781.27,Team C
MT-00654,2025-08-16 23:15:00,1,EQ-00020,Component Replacement,Cable inspection completed,28,1472.2,Team C
MT-00655,2025-12-05 06:45:00,13,EQ-00345,Cleaning,Loose connection repaired,135,1600.23,Team C
MT-00656,2025-05-03 01:15:00,12,EQ-00323,Inspection,Transformer cooling checked,63,704.53,Team C
MT-00657,2025-01-15 13:00:00,8,EQ-00214,Component Replacement,Cable inspection completed,207,1860.89,Team B
MT-00658,2025-03-07 21:15:00,8,EQ-00205,Cleaning,Transformer cooling checked,141,2348.11,Team C
MT-00659,2025-10-04 07:45:00,16,EQ-00410,Cleaning,Loose connection repaired,313,1249.73,Team B
MT-00660,2025-03-22 11:45:00,6,EQ-00160,Component Replacement,Panel cleaning completed,251,1209.2,Team B
MT-00661,2025-04-01 23:45:00,9,EQ-00222,Component Replacement,Inverter reset performed,342,1565.85,Team A
MT-00662,2025-08-13 23:30:00,8,EQ-00211,Corrective Maintenance,Panel cleaning completed,294,451.37,Team D
MT-00663,2025-08-25 05:30:00,15,EQ-00396,Inspection,Transformer cooling checked,205,1506.7,Team B
MT-00664,2025-07-07 05:45:00,12,EQ-00323,Preventive Maintenance,Firmware updated,93,926.85,Team B
MT-00665,2025-11-05 12:30:00,5,EQ-00130,Inspection,Breaker replaced,135,1351.11,Team B
MT-00666,2025-12-17 02:45:00,7,EQ-00185,Inspection,Transformer cooling checked,262,1241.3,Team A
MT-00667,2025-08-23 06:00:00,20,EQ-00515,Preventive Maintenance,Loose connection repaired,223,1623.45,Team B
MT-00668,2025-06-29 07:30:00,20,EQ-00527,Preventive Maintenance,Cable inspection completed,107,2248.12,Team D
MT-00669,2025-11-26 10:45:00,11,EQ-00297,Cleaning,Loose connection repaired,120,2009.75,Team C
MT-00670,2025-04-27 03:45:00,7,EQ-00183,Component Replacement,Cable inspection completed,295,2110.38,Team C
MT-00671,2025-07-09 06:30:00,17,EQ-00451,Component Replacement,Loose connection repaired,280,154.99,Team C
MT-00672,2025-01-03 17:00:00,5,EQ-00116,Corrective Maintenance,Transformer cooling checked,204,510.29,Team C
MT-00673,2025-03-16 09:30:00,12,EQ-00303,Preventive Maintenance,Sensor recalibrated,69,2462.05,Team D
MT-00674,2025-02-20 04:30:00,4,EQ-00093,Cleaning,Breaker replaced,314,917.81,Team B
MT-00675,2025-05-18 10:30:00,2,EQ-00049,Corrective Maintenance,Transformer cooling checked,141,235.39,Team B
MT-00676,2025-08-12 01:00:00,15,EQ-00385,Corrective Maintenance,Transformer cooling checked,187,217.59,Team B
MT-00677,2025-08-22 14:45:00,17,EQ-00438,Cleaning,Cable inspection completed,223,158.69,Team B
MT-00678,2025-02-02 19:00:00,1,EQ-00026,Inspection,Inverter reset performed,116,1041.04,Team C
MT-00679,2025-07-03 02:15:00,13,EQ-00334,Preventive Maintenance,Transformer cooling checked,331,804.92,Team B
MT-00680,2025-03-04 15:15:00,13,EQ-00332,Cleaning,Sensor recalibrated,328,211.79,Team A
MT-00681,2025-03-01 16:15:00,9,EQ-00230,Corrective Maintenance,Firmware updated,338,1019.3,Team C
MT-00682,2025-12-03 03:00:00,3,EQ-00067,Preventive Maintenance,Breaker replaced,255,2204.45,Team B
MT-00683,2025-09-18 04:30:00,17,EQ-00447,Preventive Maintenance,Firmware updated,136,353.91,Team B
MT-00684,2025-01-27 08:00:00,8,EQ-00206,Inspection,Inverter reset performed,95,397.0,Team C
MT-00685,2025-12-14 20:00:00,6,EQ-00146,Component Replacement,Breaker replaced,92,1491.25,Team B
MT-00686,2025-04-22 17:30:00,19,EQ-00513,Preventive Maintenance,Firmware updated,151,2025.75,Team B
MT-00687,2025-07-23 03:30:00,20,EQ-00522,Preventive Maintenance,Inverter reset performed,303,676.81,Team C
MT-00688,2025-04-09 02:00:00,14,EQ-00363,Inspection,Sensor recalibrated,16,2070.19,Team D
MT-00689,2025-08-20 05:15:00,7,EQ-00166,Inspection,Breaker replaced,185,1690.39,Team D
MT-00690,2025-09-26 09:30:00,11,EQ-00271,Inspection,Breaker replaced,171,642.12,Team C
MT-00691,2025-05-09 20:45:00,3,EQ-00078,Preventive Maintenance,Firmware updated,133,783.04,Team B
MT-00692,2025-06-18 20:30:00,18,EQ-00466,Cleaning,Panel cleaning completed,17,518.1,Team A
MT-00693,2025-12-06 02:30:00,15,EQ-00383,Cleaning,Inverter reset performed,136,863.24,Team B
MT-00694,2025-10-06 20:45:00,5,EQ-00124,Cleaning,Cable inspection completed,260,2455.61,Team D
MT-00695,2025-03-25 02:00:00,18,EQ-00484,Component Replacement,Cable inspection completed,118,797.77,Team A
MT-00696,2025-10-16 22:00:00,17,EQ-00433,Preventive Maintenance,Transformer cooling checked,192,2262.14,Team C
MT-00697,2025-02-14 13:15:00,12,EQ-00298,Preventive Maintenance,Breaker replaced,234,65.57,Team A
MT-00698,2025-08-14 10:45:00,8,EQ-00194,Preventive Maintenance,Firmware updated,349,1216.29,Team D
MT-00699,2025-04-08 02:15:00,2,EQ-00046,Corrective Maintenance,Panel cleaning completed,321,552.47,Team B
MT-00700,2025-01-02 12:45:00,13,EQ-00341,Corrective Maintenance,Sensor recalibrated,336,121.8,Team B
MT-00701,2025-08-15 22:15:00,14,EQ-00368,Corrective Maintenance,Inverter reset performed,129,1132.88,Team A
MT-00702,2025-06-12 01:15:00,12,EQ-00320,Inspection,Transformer cooling checked,25,1002.7,Team D
MT-00703,2025-01-16 03:15:00,19,EQ-00497,Corrective Maintenance,Inverter reset performed,96,1821.95,Team A
MT-00704,2025-07-16 07:15:00,6,EQ-00157,Inspection,Loose connection repaired,249,1202.53,Team D
MT-00705,2025-05-07 00:45:00,3,EQ-00072,Preventive Maintenance,Firmware updated,268,521.66,Team D
MT-00706,2025-09-04 05:15:00,20,EQ-00539,Corrective Maintenance,Firmware updated,333,2050.29,Team A
MT-00707,2025-07-14 18:00:00,17,EQ-00448,Inspection,Inverter reset performed,120,281.85,Team A
MT-00708,2025-03-12 13:30:00,11,EQ-00296,Component Replacement,Panel cleaning completed,130,2204.23,Team B
MT-00709,2025-12-27 22:15:00,15,EQ-00405,Cleaning,Loose connection repaired,77,1636.94,Team B
MT-00710,2025-12-02 20:00:00,9,EQ-00232,Inspection,Loose connection repaired,301,972.79,Team C
MT-00711,2025-07-21 01:15:00,7,EQ-00166,Inspection,Cable inspection completed,113,2058.52,Team A
MT-00712,2025-11-21 06:00:00,16,EQ-00420,Component Replacement,Firmware updated,123,246.84,Team D
MT-00713,2025-08-14 21:00:00,11,EQ-00295,Corrective Maintenance,Loose connection repaired,264,2174.44,Team A
MT-00714,2025-10-05 01:45:00,6,EQ-00139,Preventive Maintenance,Inverter reset performed,37,1035.03,Team B
MT-00715,2025-11-17 01:15:00,14,EQ-00362,Component Replacement,Panel cleaning completed,62,662.48,Team C
MT-00716,2025-06-03 19:00:00,5,EQ-00114,Preventive Maintenance,Breaker replaced,246,1392.64,Team C
MT-00717,2025-10-15 13:00:00,13,EQ-00335,Inspection,Loose connection repaired,27,2001.61,Team A
MT-00718,2025-12-17 02:15:00,13,EQ-00338,Corrective Maintenance,Inverter reset performed,108,2051.88,Team A
MT-00719,2025-11-05 17:15:00,14,EQ-00356,Cleaning,Cable inspection completed,269,1357.4,Team B
MT-00720,2025-06-18 22:00:00,5,EQ-00132,Preventive Maintenance,Loose connection repaired,328,1318.18,Team C
MT-00721,2025-05-24 22:15:00,11,EQ-00274,Component Replacement,Firmware updated,328,809.16,Team C
MT-00722,2025-02-24 09:30:00,10,EQ-00253,Inspection,Transformer cooling checked,129,1323.37,Team C
MT-00723,2025-02-05 08:30:00,16,EQ-00410,Cleaning,Panel cleaning completed,23,2124.7,Team A
MT-00724,2025-04-17 01:30:00,13,EQ-00340,Corrective Maintenance,Breaker replaced,150,820.95,Team C
MT-00725,2025-12-08 04:00:00,5,EQ-00113,Corrective Maintenance,Breaker replaced,282,1439.91,Team B
MT-00726,2025-01-04 11:00:00,19,EQ-00507,Corrective Maintenance,Transformer cooling checked,330,2007.28,Team C
MT-00727,2025-05-29 02:00:00,6,EQ-00153,Cleaning,Firmware updated,36,2471.01,Team C
MT-00728,2025-10-29 11:15:00,10,EQ-00257,Corrective Maintenance,Cable inspection completed,313,2451.45,Team C
MT-00729,2025-11-18 17:30:00,8,EQ-00201,Corrective Maintenance,Inverter reset performed,347,1671.45,Team B
MT-00730,2025-11-11 06:00:00,2,EQ-00038,Corrective Maintenance,Breaker replaced,285,2389.13,Team B
MT-00731,2025-07-21 23:15:00,11,EQ-00284,Corrective Maintenance,Firmware updated,100,2198.47,Team A
MT-00732,2025-07-31 16:00:00,10,EQ-00247,Component Replacement,Panel cleaning completed,274,356.94,Team A
MT-00733,2025-07-19 16:00:00,10,EQ-00249,Cleaning,Sensor recalibrated,308,58.81,Team C
MT-00734,2025-08-09 22:45:00,18,EQ-00473,Inspection,Cable inspection completed,308,70.47,Team A
MT-00735,2025-04-06 11:45:00,5,EQ-00126,Component Replacement,Cable inspection completed,183,1927.58,Team D
MT-00736,2025-05-10 11:15:00,7,EQ-00164,Component Replacement,Transformer cooling checked,38,209.04,Team C
MT-00737,2025-09-04 00:30:00,7,EQ-00172,Component Replacement,Transformer cooling checked,152,1634.65,Team B
MT-00738,2025-07-26 19:00:00,16,EQ-00409,Corrective Maintenance,Breaker replaced,282,1878.9,Team C
MT-00739,2025-10-01 05:45:00,19,EQ-00506,Cleaning,Loose connection repaired,207,1341.42,Team A
MT-00740,2025-06-21 20:30:00,14,EQ-00370,Inspection,Breaker replaced,64,1336.59,Team D
MT-00741,2025-10-12 20:00:00,12,EQ-00317,Corrective Maintenance,Loose connection repaired,65,399.15,Team B
MT-00742,2025-10-10 21:15:00,12,EQ-00317,Corrective Maintenance,Sensor recalibrated,275,895.58,Team C
MT-00743,2025-11-30 10:45:00,5,EQ-00127,Corrective Maintenance,Loose connection repaired,340,1290.63,Team B
MT-00744,2025-05-05 11:00:00,16,EQ-00406,Preventive Maintenance,Transformer cooling checked,29,1932.56,Team A
MT-00745,2025-11-02 01:15:00,17,EQ-00447,Corrective Maintenance,Loose connection repaired,308,434.74,Team A
MT-00746,2025-06-25 13:30:00,16,EQ-00408,Corrective Maintenance,Loose connection repaired,341,1215.9,Team C
MT-00747,2025-07-25 12:30:00,14,EQ-00366,Corrective Maintenance,Sensor recalibrated,341,1131.09,Team B
MT-00748,2025-01-03 08:45:00,5,EQ-00119,Component Replacement,Firmware updated,182,293.78,Team C
MT-00749,2025-09-19 01:30:00,3,EQ-00077,Component Replacement,Transformer cooling checked,166,744.16,Team A
MT-00750,2025-02-07 04:15:00,5,EQ-00115,Inspection,Sensor recalibrated,103,839.36,Team D
MT-00751,2025-05-02 18:15:00,4,EQ-00088,Cleaning,Transformer cooling checked,183,1052.06,Team A
MT-00752,2025-12-04 17:00:00,8,EQ-00215,Corrective Maintenance,Breaker replaced,319,2380.06,Team C
MT-00753,2025-01-20 11:15:00,15,EQ-00386,Preventive Maintenance,Transformer cooling checked,119,878.3,Team D
MT-00754,2025-10-07 17:30:00,8,EQ-00194,Cleaning,Inverter reset performed,62,2120.23,Team D
